Row.names	GeneSymbol	BRCAXControl_NumNonMuts	BRCAXControl_NumMuts	BRCAControl_NumNonMuts	BRCAControl_NumMuts	BRCAXControl_MutationRate	BRCAControl_MutationRate	FisherOddsRatio	Fisher_P	ExactTestStatistic	Exact_P
675	BRCA2;BRCA2	7	0	4	5	0	0.555555555556	NA	0.0288461538461538	2.37835356004225	0.0127219985826609
339327	ZNF546;ZNF546	7	0	6	3	0	0.333333333333	NA	0.15	1.69463709147265	0.0707660999761474
3885	KRT34;KRT34	7	0	6	3	0	0.333333333333	NA	0.15	1.69463709147265	0.0707660999761474
5125	PCSK5;PCSK5	7	0	6	3	0	0.333333333333	NA	0.15	1.69463709147265	0.0707660999761474
51259	TMEM216;TMEM216	7	0	6	3	0	0.333333333333	NA	0.15	1.69463709147265	0.0707660999761474
55512	SMPD3;SMPD3	7	0	6	3	0	0.333333333333	NA	0.15	1.69463709147265	0.0707660999761474
672	BRCA1;BRCA1	6	1	4	5	0.142857142857	0.555555555556	6.57383296763517	0.120629370629371	1.69156012644412	0.0707699390075783
100271715	ARHGEF33;ARHGEF33	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
10190	TXNDC9;TXNDC9	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
10491	CRTAP;CRTAP	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
10577	NPC2;NPC2	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
10811	NOXA1;NOXA1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
11093	ADAMTS13;ADAMTS13	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
1114	CHGB;CHGB	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
130106	CIB4;CIB4	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
147658	ZNF534;ZNF534	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
1723	DHODH;DHODH	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
196	AHR;AHR	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
223082	ZNRF2;ZNRF2	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
25766	PRPF40B;PRPF40B	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
26130	GAPVD1;GAPVD1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
2822	GPLD1;GPLD1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
2862	MLNR;MLNR	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
29929	ALG6;ALG6	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
346389	MACC1;MACC1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
390874	ONECUT3;ONECUT3	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
400757	C1orf141;C1orf141	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
401024	FSIP2;FSIP2	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
4688	NCF2;NCF2	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
55314	TMEM144;TMEM144	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
684	BST2;BST2	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
7046	TGFBR1;TGFBR1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
727800	RNF208;RNF208	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
79948	LPPR3;LPPR3	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
80119	PIF1;PIF1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
80772	GLTPD1;GLTPD1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
84166	NLRC5;NLRC5	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
84282	RNF135;RNF135	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
8685	MARCO;MARCO	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
8733	GPAA1;GPAA1	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
89	ACTN3;ACTN3	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
90139	TSPAN18;TSPAN18	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
90199	WFDC8;WFDC8	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
9623	TCL1B;TCL1B	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
9787	DLGAP5;DLGAP5	7	0	7	2	0	0.222222222222	NA	0.3	1.33333333333333	0.131494722933968
100101467	ZSCAN30;ZSCAN30	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10021	HCN4;HCN4	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10025	MED16;MED16	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10044	SH2D3C;SH2D3C	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10068	IL18BP;IL18BP	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10079	ATP9A;ATP9A	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10083	USH1C;USH1C	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10194	TSHZ1;TSHZ1	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10201	NME6;NME6	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10225	CD96;CD96	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10333	TLR6;TLR6	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
1045	CDX2;CDX2	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10460	TACC3;TACC3	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10461	MERTK;MERTK	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10482	NXF1;NXF1	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10520	ZNF211;ZNF211	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10557	RPP38;RPP38	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10668	CGRRF1;CGRRF1	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10712	FAM189B;FAM189B	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10788	IQGAP2;IQGAP2	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10861	SLC26A1;SLC26A1	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10877	CFHR4;CFHR4	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
10942	PRSS21;PRSS21	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11018	TMED1;TMED1	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11054	OGFR;OGFR	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11056	DDX52;DDX52	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11060	WWP2;WWP2	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11098	PRSS23;PRSS23	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
111	ADCY5;ADCY5	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11133	KPTN;KPTN	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11186	RASSF1;RASSF1	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
1121	CHM;CHM	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
11228	RASSF8;RASSF8	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
112937	GLB1L3;GLB1L3	7	0	8	1	0	0.111111111111	NA	0.5625	0.910840068085298	0.297723757664815
